citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:45:27.749435031Z 2018-11-03 18:45:27 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:07:14.006049043Z 2018-11-03 19:07:14 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:07:15.494854620Z 2018-11-03 19:07:15 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:07:29.643228996Z 2018-11-03 19:07:29 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:07:40.666268961Z 2018-11-03 19:07:40 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:21.846746671Z 2018-11-03 19:16:21 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.029339721Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265558903016652800,"phone":"15207222743","citicOpenId":"C12F86729907457A8CA2A138D9B136D1","isAuthenticated":false,"level":"2","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.029393877Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"C12F86729907457A8CA2A138D9B136D1","isAuthenticated":false,"level":"2","phone":"15207222743","uid":265558903016652800}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.030595303Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.037866320Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.040208279Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.042030175Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.043498786Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.045136203Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.046635601Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.048170320Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.049724820Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.049763911Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.049778360Z 2018-11-03 19:16:24 [XNIO-2 task-2] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.6088119,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.064446258Z 2018-11-03 19:16:24 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=6c435c7524e1862a464238744121c83f, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.070883247Z 2018-11-03 19:16:24 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"8M4d2Qa8oGLh2T1LAzgG16oP+WVw79hmlrRX7rD5+b/mtho2MkbOQQ7+i9kVjOIQujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:16:24.656584215Z 2018-11-03 19:16:24 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:09.710472818Z 2018-11-03 19:17:09 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:15.836161755Z 2018-11-03 19:17:15 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:16.127367993Z 2018-11-03 19:17:16 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265559151126511616,"phone":"15129702654","citicOpenId":"FBFC015D990347F6B2F95B5FB6692084","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:16.127437482Z 2018-11-03 19:17:16 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"FBFC015D990347F6B2F95B5FB6692084","isAuthenticated":false,"level":"0","phone":"15129702654","uid":265559151126511616}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.558595633Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265559151126511616,"phone":"15129702654","citicOpenId":"FBFC015D990347F6B2F95B5FB6692084","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.558650186Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"FBFC015D990347F6B2F95B5FB6692084","isAuthenticated":false,"level":"0","phone":"15129702654","uid":265559151126511616}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.561188067Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.572549447Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.575654641Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.577840605Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.580554605Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.583248748Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.586149162Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.589092698Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.591732160Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.591776672Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.591828026Z 2018-11-03 19:17:19 [XNIO-2 task-10] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.015384793,uid is:,may product is:1
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.608735893Z 2018-11-03 19:17:19 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit input is MemberRightsRequest(userToken=51c903753e7d9688b0ca6cc705e4553a, channelId=91776C2131DD05EBA64DA6306A3563DF, bizVO=MemberRightsCommentInsert(merchantId=00000, memberRightsId=1, rightsId=4, title=500M中国移动全国流量, subTitle=M, listImage=https://tech.c.citic/unitary-buy/pictures/yidong.png, showImage=https://tech.c.citic/unitary-buy/pictures/yidong.png, remark=1） 本券兑换有效期至2018年11月10日；<br/>2） 本流量为全国通用流量，仅限充入本次活动获奖的中国移动手机号码；<br/>3） 充值成功后将于24小时内生效，请留意短信提醒；<br/>4） 流量仅限充值成功后当月内使用，不可跨月；<br/>5）有效充值时间为每天7:00-24:00；无效时间将不可充值。, typeFlag=7, statusFlag=1, totalTimes=1, usedTimes=0, useUrl={"web":"https://one.citic.com/lm/member/draw/drawRightsUse","android":"https://one.citic.com/lm/member/draw/drawRightsUse","wechat":"https://one.citic.com/lm/member/draw/drawRightsUse","ios":"https://one.citic.com/lm/member/draw/drawRightsUse"}, comeFrom=中国移动, createTime=2018-11-03 19:17:19, startTime=2018-11-03 19:17:19, endTime=2018-11-10 23:59:59, activityCode=null, code=null, thresholdAmount=null, discountAmount=500, reachFlag=true))
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:19.643754092Z 2018-11-03 19:17:19 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - AsyncPushDroitExecutor.asyncPushDroit output is {"msg":"SUCCESS","statusCode":100}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:43.936922398Z 2018-11-03 19:17:43 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:17:48.000587519Z 2018-11-03 19:17:48 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:16:15.646938429Z 2018-11-03 19:16:15 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:18:07.423119081Z 2018-11-03 19:18:07 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T11:18:41.902904343Z 2018-11-03 19:18:41 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:16:35.021849619Z 2018-11-03 19:16:35 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:16:38.647529048Z 2018-11-03 19:16:38 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:17:21.029385722Z 2018-11-03 19:17:21 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:17:35.411588745Z 2018-11-03 19:17:35 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:17:59.530226464Z 2018-11-03 19:17:59 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:07.397497030Z 2018-11-03 19:18:07 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:39.434628823Z 2018-11-03 19:18:39 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:39.749752186Z 2018-11-03 19:18:39 [XNIO-2 task-12] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265559501346701312,"phone":"15365131821","citicOpenId":"97D17DBCF020493291CB8BEBAF827C42","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:40.110717670Z 2018-11-03 18:42:40 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:43:15.084765099Z 2018-11-03 18:43:15 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:43:35.027928926Z 2018-11-03 18:43:35 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:43:52.005628649Z 2018-11-03 18:43:52 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:39.749788798Z 2018-11-03 19:18:39 [XNIO-2 task-12] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"97D17DBCF020493291CB8BEBAF827C42","isAuthenticated":false,"level":"1","phone":"15365131821","uid":265559501346701312}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:52.811867542Z 2018-11-03 19:18:52 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:18:57.971498182Z 2018-11-03 19:18:57 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:19:17.232706115Z 2018-11-03 19:19:17 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:19:51.976967966Z 2018-11-03 19:19:51 [XNIO-2 task-5] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
